topic,label,tweet
magic mike xxl,positive,@pootriarch @frolicandetour I approve (not of the rough day. May I recommend a viewing of Magic Mike XXL to cheer you up?)
xbox,positive,@MrTLexify my Xbox box live expired last Friday the struggle are real
harry potter,positive,She's really funny. In that 5th Harry Potter book I could not stop laughing the whole way through it. https://t.co/FITYKxkIch
real madrid,positive,"Cristiano Ronaldo: ""We are Real Madrid, so we are going to win against Atletico this sunday."" Wise words from the best player in the world!"
madonna,positive,@ohmadonnaa It's on Madonna's Facebook page hun. If you don't have Facebook it's also here http://t.co/PJ8pN7m7IS
kerry,positive,"@KerryKatona7 happy birthday for tomorrow Kerry,soo proud of how you've turned your life around,have a fab day xx"
u2,positive,"My Sunday blog is Beautiful Day. http://t.co/FMFchCTLuV Not only will you enjoy U2, but please take the time... http://t.co/ybQP4MPjer"
monsanto,negative,"@FrankNamet @kevinfolta Still, that doesn't detract from the facts. Monsanto may be monopolist jerks but their crops are safe."
kpop,positive,"Anyone's going on 29 July for ME5CALINE, IAG and FOURXBRID's performances?! If Kpop fans are going, favourite! ^^ #rpconfessions"
galaxy note,positive,On August 13 all eyes will be on Samsung as it takes to the stage in New York City to unveil the Galaxy Note 5... http://t.co/srI1kTFOqY
foo fighters,positive,"I may have two more classes today, but all I can think about is seeing the Foo Fighters in 9 hours"
tom cruise,positive,The main man Pedro or shall we call him Tom cruise (cocktail the movie)  @WonderlandLpool Sunday bar skills http://t.co/71Oj5l0aep
murray,positive,@DareToHart i'm not a huge fan myself but you know Murray will probably comeback in the 3rd &amp; 4th set knowing him.
galaxy note,positive,@SamsungMobile Galaxy Note 5 edge with dual edge display. August 13. Mark your calendars.
josh hamilton,positive,The Texas Rangers did a nice job today and Josh Hamilton is able to hit his 5th home run and he did a great job today.
metlife,positive,Thursday I'm gonna upload footage from MetLife here https://t.co/zsOz0GjJ6P it would be cool if you subscribed too okay that is all
jurassic park,positive,Franzen: I will bring back the dinosaurs so I may study them. Editor: How about you watch Jurassic Park? Franzen: Okay!! #FailedFranzenPlans
brock lesnar,negative,Last week Brock Lesnar attacked a car with an axe. Tomorrow @JimmyHavoc is going to attack a human with an axe... RIP Will Ospreay.
bernie sanders,positive,"Bernie Sanders may be extreme, but he honestly seems to despise poverty, racism, discrimination, war, income inequality, &amp; corrupt politics."
ryan braun,negative,well I'm out dogs see u all Friday when I will send 90 tweets about garbage cheating trash Ryan Braun. Good night
beyonce,positive,"One of those Monday mornings where you just have Beyonce's 'Blow"" remix with Pharell in your head, yano."
sharknado,positive,It's time for Sharknado 3. We know how to live it up on Saturday night.
carly fiorina,positive,"@megynkelly @DWStweets If FOX keeps building the show guy up. You may be right. Start building up Dr. Ben Carson and Carly Fiorina,"
caitlyn jenner,negative,Just watched the Caitlyn Jenner shit for the 1st time... Ummmm he still sound just like Bruce. NEVER WATCHING AGAIN
milan,positive,@jenalive11 jenna I'm meeting you with one of my dearest friends in February in Milan are you excited to see us :)
star wars,positive,there's not really anyone I know irl that gets passionate enough about Star Wars I need to find new friends before dec 18th
john kasich,positive,"I'm not gonna lie, I like John Kasich. Its gonna be a shame when he finishes 8th tonight. #GOPDebate"
muslims,negative,"14th amendment fiasco, crazy shit about Muslims, now proposing to cancel state visits. Careening all over the place..."
arsenal,positive,Arsenal fans need to cheer Giroud on Saturday at the Emirate. This is his true home. #arsenal #COYG
niall,positive,please change the 10th ww trend into Niall and Bianca yes much better!
calibraska,positive,Calibraska is 6th on the carts in Australia IM SO PROUD!!!!! #CalibraskaEP  @JackJackJohnson @jackgilinsky http://t.co/TL652I01zM
kendrick,positive,@StefanAbramiann J Cole and Kendrick gonna release that fire in February just make it till then
iphone,positive,#apple A look at the evolution of Apple's iPhone: Apple will unveil the new iPhone on Wednesday. The next iPho... http://t.co/TEDe4E4fuA
nirvana,positive,"Listening to the new @girl_band album. If you like old-school Nirvana, NIN &amp; general gig mayhem, don't miss them at @epfestival. Sun,9.30pm."
ira,negative,"@Ennabran He calls terrorists his friends!! Let's look at the first person he appointed. You guessed it, IRA sympathiser!! 1st class traitor"
nintendo,positive,"@Beemercanada Let's make him more likely to be confirmed  #Isaac4Smash #Isaac4Smash! #ISAAC4SMASH! C'mon, Nintendo, this is our childhoods!"
europa league,positive,"2010 City have their best ever Premiership season, finishing 5th, qualifying for the Europa League and reaching the League Cup semi final."
fleetwood mac,positive,"Friday night home alone - it started Fleetwood Mac, it's gone Afghan Whigs. I'm nothing if not predictable"
teen wolf,positive,So shit that we have to wait till January for the second half of season 5 of teen wolf
bad blood,negative,Bad Blood is such a terrible fucking song. I just listened to it for the 1st time and I feel like God took a shit in my ears
sharknado,positive,@tenebrae2012 So @Liquid_Galaxy just told us that he watched Sharknado 3 on Friday and that they are making a FOURTH one! \o/ =))
dunkin,positive,@teamgabrod I like pumpkin muffins from Dunkin!  Would Thursday or Friday be good for you??
big brother,negative,if John goes home in the double eviction tomorrow this will officially be the worst season in Big Brother history
sam smith,negative,Sam smith just came on. I sat down. I will not rave to that guy
kanye west,positive,"If you hate Kanye West, just listen to Runaway. It may change your perspective on his personality."
frank gifford,positive,HOF president: Frank Gifford 'built the game': The passing of Frank Gifford cast a cloud over Sunday's proceed... http://t.co/wh0Fs6tt3X
dustin johnson,negative,Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7
rousey,negative,Why is Rousey worried bout money may pay and I'm pretty sure they not even in the same tax bracket
national ice cream day,positive,Sunday is National Ice Cream Day - here are some awesome deals on ice cream for you to check out!  http://t.co/nU9NCli2u6
ed sheeran,positive,@Cuni__ I get to see her tomorrow night when she opens for Ed Sheeran. Can't wait for both!
ihop,positive,Tomorrow morning I'm going to IHOP I gotta taste for pancakes
sam smith,positive,sam smith tonight hoping tomorrow's gonna be a better day :)
michael jackson,positive,Happy 28th anniversary to the album that generated 5 #1's just like katy's teenage dream a.k.a. Bad (Michael Jackson)
paul dunne,positive,Paul Dunne may only get a silver medal if he wins #TheOpen today but one suspects he won't need to worry about money for a while if he does.
amazon prime,positive,Thanks to Amazon Prime I have a new phone case coming tomorrow. I don't want to do what my momma did and drop it and smash the screen.
john kasich,positive,"John Kasich made the cut for Thursday night's Republican debate, but Rick Perry did not. http://t.co/Wp83HwQMyR"
frank gifford,positive,"@TheBackPage When I think of Frank Gifford, I think of him as the guy on Monday Night Football than his playing career."
modi,positive,@Pankajamunde madam people of Maharashtra has voted thinking Modi will give them a good CM. So keep silent until 19th. Let the result be out
iron maiden,positive,Can't wait till the album on the 4 Sept...Iron Maiden - Speed Of Light. @TSoFR #ironmaiden http://t.co/Y0oY6rgyH1
paper towns,positive,The song Lost It To Trying (Paper Towns Mix) on the Paper Towns soundtrack is amazing. It's got FOBs Fourth of July as a base and just wow
bee gees,positive,"Saturday Night Fever - More Than A Woman (Bee Gees) https://t.co/Z48fZiDFJB via @YouTube Travolta, just Travolta! Wow!"
tony blair,negative,Our #GeorgeGalloway has always been right about #ChilcotReport and Tony Blair's role in death of #uk soldiers  https://t.co/n3JQNCbh7k
red sox,positive,I will be oddly satisfied if the Red Sox can finish the season in 3rd place in the division.
federer,positive,"Just like in the 2nd, Federer breaks back."
hillary,positive,@danielvankirk awesome thanks. Gina listen to the one with Hillary for like the 5th time. Luv it.
john kasich,positive,"John Kasich, a powder-blue Republican, perfect for the Sunday talk shows. https://t.co/MKQ2QBm3Ta"
christians,positive,"Did you miss HopeCity on Sunday? Check out this awesome message on how, as Christians, we are counted worthy. http://t.co/X7kJUriEcL"
grateful dead,positive,"Just favorited ""Grateful Dead - Recorded by Zoltan at the San Fran..."" by Calgarycmmc Cmmc on Mixcloud https://t.co/pTzqmIb4XU"
iron maiden,positive,"Begin your Monday with the new Iron Maiden's single ""Speed Of Light"" --- https://t.co/IStRx2pfqZ -- Eddie is back!"
kris bryant,positive,@BananaSlapdick kris bryant is the 3rd best defensive 3b either
lady gaga,positive,"Could be someone important   Hello It's my manager (c'est mon directeur)  Perfect, I told you   #MTVStars Lady Gaga"
randy orton,positive,@Randy_Team @RandyOrton @WWECesaro   Randy Orton and Cesaro are the best. They are great super star of wwe. I hope you  win match  sun.
floyd mayweather,negative,"And the worst PPV of the year award goes to: Floyd Mayweather, Sept 12th"
yakub,negative,Conviction of Yakub by highest courts is being 2nd guessed by the likes of @sagarikaghose with zero knowledge of law. Contempt of court?
david cameron,negative,6 Apr 2015 - David Cameron tells 'fruitcakes loonies' - it's time to come home &gt;https://t.co/PDizoSaeRd  war is won http://t.co/PvLu06k2c2
kendrick lamar,positive,"https://t.co/bq9X0jmBqb LIST: Kendrick Lamar, Taylor Swift, the Weeknd up for top Grammys https://t.co/nO04o3OPhc"
boko haram,positive,Boko Haram has a new leader and he may be willing to negotiate: Chadian President - http://t.co/3l17PO50rB
prince george,positive,Prince George's latest outing at the beach may be his cutest one yet! http://t.co/hchWNblwQp http://t.co/5kDsfRHUxu
miss usa,positive,The Miss USA questions portion may be the funniest thing I have ever seen
labor day,positive,"Labor Day might be over, but festivals are still going on, including the 22nd annual East Troy Bluegrass Festival... http://t.co/8nLyBE3UoO"
chris evans,negative,Chris Evans is worse for wear as he parties with wife at London's Chiltern Firehouse following festive TFI Fri... https://t.co/ebIT9x8jvQ
national ice cream day,positive,"Tomorrow, Sunday July 19th is National Ice Cream Day!  After careful thought we decided to make a fresh peach... http://t.co/VSLLJn35yl"
george osborne,negative,@SkyNewsTonight George Osborne must be p***ing himself. Talk about unintended consequences. PMQs will be interesting on Wednesday
prince george,positive,We're howling with our new friends at Swaders Sports Park in Prince George for their 9th birthday celebration!... http://t.co/A71vOSGJJq
amazon,positive,Had this new planner on my wish list on Amazon.. Let's just say it's on the way and will be here Friday :)
scott walker,negative,Um...Bobby Jindal (&amp; Scott Walker) don't love America or its Constitution--particularly the 14th Amend @eliasisquith https://t.co/iUtkPwBH7H
apple,positive,Apple announcement event just starting... http://t.co/0nL7gTzYmb #apple
sharknado,positive,Hanging with my Monsters on a Saturday night watching Sharknado ! They love it ! #Sharknado3 http://t.co/ckzCiTZVlZ
cate blanchett,positive,I may possibly be in love with Cate Blanchett now.
boko haram,negative,"In a village in the northeast of the country on Tuesday, suspected Boko Haram militants burned down houses,... http://t.co/xF7pebfIdh"
david wright,positive,David Wright goes down swinging on fourth AB. Had a couple nice looks. Just couldn't connect. He's at third to start the 8th. #Mets
