topic,label,tweet
chris brown,positive,"['wrap', 'weekend', 'mika', 'chris', 'brown', 'finish', 'class', 'intermarque', 'championship']"
ric flair,positive,"['whisper', 'ric', 'flair', 'least', 'seventeen', 'time', 'world', 'champion', 'john', 'cena', 'tie', 'win', 'sunday']"
pope,positive,"['kcci', 'pope', 'change', 'annulment', 'process', 'divorce', 'pope', 'francis', 'tuesday', 'radically', 'reform', 'process']"
john kasich,positive,"['wow', 'gov', 'john', 'kasich', 'make', 'fox', 'announces', 'candidate', 'debate', 'via']"
amazon,positive,"['yes', 'highly', 'recommend', 'curiosity', 'amanda', 'get', 'google', 'play', 'amazon', 'outlet']"
seth rollins,positive,"['time', 'sunday', 'night', 'rollins', 'seth', 'rollins', 'cure']"
venice beach,positive,"['friday', 'might', 'hit', 'venice', 'beach']"
@microsoft,negative,"['break', 'window', 'work', 'fine', 'wednesday', 'get', 'pass', 'login', 'screen', 'without', 'freeze']"
super eagles,positive,"['congrats', 'wayne', 'rooney', 'break', 'high', 'goal', 'record', 'england', 'super', 'eagle', 'coach', 'sunday', 'oliseh']"
murray,positive,"['murray', 'get', 'watch', 'second', 'half', 'scotland', 'v', 'germany', 'get', 'pump', 'battle']"
ihop,positive,"['one', 'favorite', 'activity', 'go', 'ihop', 'every', 'friday', 'squad']"
serena,negative,"['serena', 'may', 'take', 'match', 'venus', 'win', 'much', 'class', 'good', 'person', 'cannot', 'say', 'sister']"
thor,positive,"['ace', 'sure', 'balder', 'brother', 'thor', 'norse', 'mythology', 'seem', 'reasonable', 'moniker', 'red', 'hot', 'baller']"
dustin johnson,positive,"['kudos', 'dustin', 'johnson', 'finish', 'start', 'day', 'quadruple', 'bogey', 'lead', 'easy']"
dunkin,positive,"['apply', 'dunkin', 'tomorrow', 'get', 'work', 'tbh']"
foo fighters,positive,"['ppl', 'radio', 'today', 'make', 'fun', 'iwata', 'passing', 'follow', 'say', 'foo', 'fighter', 'well', 'nirvana', 'yea', 'happy', 'monday']"
magic mike xxl,positive,"['approve', 'rough', 'day', 'may', 'recommend', 'viewing', 'magic', 'mike', 'xxl', 'cheer']"
xbox,positive,"['xbox', 'box', 'live', 'expire', 'last', 'friday', 'struggle', 'real']"
harry potter,positive,"['really', 'funny', 'harry', 'potter', 'book', 'could', 'stop', 'laugh', 'whole', 'way']"
real madrid,positive,"['cristiano', 'ronaldo', 'real', 'madrid', 'go', 'win', 'atletico', 'sunday', 'wise', 'word', 'best', 'player', 'world']"
madonna,positive,"['facebook', 'page', 'hun', 'facebook', 'also']"
kerry,positive,"['happy', 'birthday', 'tomorrow', 'kerry', 'soo', 'proud', 'turn', 'life', 'around', 'fab', 'day', 'xx']"
u2,positive,"['sunday', 'blog', 'beautiful', 'day', 'enjoy', 'please', 'take', 'time']"
monsanto,negative,"['still', 'detract', 'fact', 'monsanto', 'may', 'monopolist', 'jerk', 'crop', 'safe']"
kpop,positive,"['go', 'july', 'iag', 'performance', 'kpop', 'fan', 'go', 'favourite']"
galaxy note,positive,"['august', 'eye', 'samsung', 'take', 'stage', 'new', 'york', 'city', 'unveil', 'galaxy', 'note']"
foo fighters,positive,"['may', 'two', 'class', 'today', 'think', 'see', 'foo', 'fighter', 'hour']"
tom cruise,positive,"['main', 'man', 'pedro', 'shall', 'call', 'tom', 'cruise', 'cocktail', 'movie', 'sunday', 'bar', 'skill']"
murray,positive,"['huge', 'fan', 'know', 'murray', 'probably', 'comeback', 'set', 'know']"
galaxy note,positive,"['galaxy', 'note', 'edge', 'dual', 'edge', 'display', 'august', 'mark', 'calendar']"
josh hamilton,positive,"['texas', 'ranger', 'nice', 'job', 'today', 'josh', 'hamilton', 'able', 'hit', 'home', 'run', 'great', 'job', 'today']"
metlife,positive,"['thursday', 'gonna', 'upload', 'footage', 'metlife', 'would', 'cool', 'subscribe', 'okay']"
jurassic park,positive,"['franzen', 'bring', 'back', 'dinosaur', 'may', 'study', 'editor', 'watch', 'jurassic', 'park', 'franzen', 'okay']"
brock lesnar,negative,"['last', 'week', 'brock', 'lesnar', 'attack', 'car', 'axe', 'tomorrow', 'go', 'attack', 'human', 'axe', 'rip', 'ospreay']"
bernie sanders,positive,"['bernie', 'sander', 'may', 'extreme', 'honestly', 'seem', 'despise', 'poverty', 'racism', 'discrimination', 'war', 'income', 'inequality', 'corrupt', 'politics']"
ryan braun,negative,"['well', 'dog', 'see', 'u', 'friday', 'send', 'tweet', 'garbage', 'cheat', 'trash', 'ryan', 'braun', 'good', 'night']"
beyonce,positive,"['one', 'monday', 'morning', 'blow', 'remix', 'pharell', 'head', 'yano']"
sharknado,positive,"['time', 'sharknado', 'know', 'live', 'saturday', 'night']"
carly fiorina,positive,"['fox', 'keep', 'build', 'show', 'guy', 'may', 'right', 'start', 'build', 'dr', 'ben', 'carson', 'carly', 'fiorina']"
caitlyn jenner,negative,"['watch', 'caitlyn', 'jenner', 'shit', 'time', 'ummm', 'still', 'sound', 'like', 'bruce', 'never', 'watch']"
milan,positive,"['jenna', 'meeting', 'one', 'dear', 'friend', 'february', 'milan', 'excited', 'see', 'u']"
star wars,positive,"['really', 'anyone', 'know', 'irl', 'get', 'passionate', 'enough', 'star', 'war', 'need', 'find', 'new', 'friend', 'dec']"
john kasich,positive,"['gonna', 'lie', 'like', 'john', 'kasich', 'gonna', 'shame', 'finish', 'tonight']"
muslims,negative,"['amendment', 'fiasco', 'crazy', 'shit', 'muslim', 'propose', 'cancel', 'state', 'visit', 'careen', 'place']"
arsenal,positive,"['arsenal', 'fan', 'need', 'cheer', 'giroud', 'saturday', 'emirate', 'true', 'home']"
niall,positive,"['please', 'change', 'ww', 'trend', 'niall', 'bianca', 'yes', 'much', 'good']"
calibraska,positive,"['calibraska', 'cart', 'australia', 'im', 'proud']"
kendrick,positive,"['j', 'cole', 'kendrick', 'gonna', 'release', 'fire', 'february', 'make', 'till']"
iphone,positive,"['look', 'evolution', 'iphone', 'apple', 'unveil', 'new', 'iphone', 'wednesday', 'next', 'ipho']"
nirvana,positive,"['listen', 'new', 'album', 'like', 'nirvana', 'nin', 'general', 'gig', 'mayhem', 'miss', 'sun', 'pm']"
ira,negative,"['call', 'terrorists', 'friend', 'look', 'first', 'person', 'appoint', 'guess', 'ira', 'sympathiser', 'class', 'traitor']"
nintendo,positive,"['make', 'likely', 'confirm', 'nintendo', 'childhood']"
europa league,positive,"['city', 'best', 'ever', 'premiership', 'season', 'finish', 'qualify', 'europa', 'league', 'reach', 'league', 'cup', 'semi', 'final']"
fleetwood mac,positive,"['friday', 'night', 'home', 'alone', 'start', 'fleetwood', 'mac', 'go', 'afghan', 'whig', 'nothing', 'predictable']"
teen wolf,positive,"['shit', 'wait', 'till', 'january', 'second', 'half', 'season', 'teen', 'wolf']"
bad blood,negative,"['bad', 'blood', 'terrible', 'fucking', 'song', 'listen', 'time', 'feel', 'like', 'god', 'take', 'shit', 'ear']"
sharknado,positive,"['tell', 'u', 'watch', 'sharknado', 'friday', 'make', 'fourth', 'one']"
dunkin,positive,"['like', 'pumpkin', 'muffin', 'dunkin', 'would', 'thursday', 'friday', 'good']"
big brother,negative,"['john', 'go', 'home', 'double', 'eviction', 'tomorrow', 'officially', 'bad', 'season', 'big', 'brother', 'history']"
sam smith,negative,"['sam', 'smith', 'come', 'sit', 'rave', 'guy']"
kanye west,positive,"['hate', 'kanye', 'west', 'listen', 'runaway', 'may', 'change', 'perspective', 'personality']"
frank gifford,positive,"['hof', 'president', 'frank', 'gifford', 'build', 'game', 'passing', 'frank', 'gifford', 'cast', 'cloud', 'proceed']"
dustin johnson,negative,"['dustin', 'johnson', 'dealt', 'another', 'major', 'disappointment', 'shoot', 'go', 'lead', 'tie']"
rousey,negative,"['rousey', 'worried', 'bout', 'money', 'may', 'pay', 'pretty', 'sure', 'even', 'tax', 'bracket']"
national ice cream day,positive,"['sunday', 'national', 'ice', 'cream', 'day', 'awesome', 'deal', 'ice', 'cream', 'check']"
ed sheeran,positive,"['get', 'see', 'tomorrow', 'night', 'open', 'ed', 'sheeran', 'wait']"
ihop,positive,"['tomorrow', 'morning', 'go', 'ihop', 'gotta', 'taste', 'pancake']"
sam smith,positive,"['sam', 'smith', 'tonight', 'hop', 'gonna', 'good', 'day']"
michael jackson,positive,"['happy', 'anniversary', 'album', 'generate', 'like', 'teenage', 'dream', 'k', 'bad', 'michael', 'jackson']"
paul dunne,positive,"['paul', 'dunne', 'may', 'get', 'silver', 'medal', 'win', 'today', 'one', 'suspect', 'need', 'worry', 'money']"
amazon prime,positive,"['thanks', 'amazon', 'prime', 'new', 'phone', 'case', 'come', 'tomorrow', 'want', 'momma', 'drop', 'smash', 'screen']"
john kasich,positive,"['john', 'kasich', 'make', 'cut', 'thursday', 'republican', 'debate', 'rick', 'perry']"
frank gifford,positive,"['think', 'frank', 'gifford', 'think', 'guy', 'monday', 'night', 'football', 'play', 'career']"
modi,positive,"['madam', 'people', 'maharashtra', 'vote', 'think', 'modi', 'give', 'good', 'cm', 'keep', 'silent', 'let', 'result']"
iron maiden,positive,"['wait', 'till', 'album', 'sept', 'iron', 'maiden', 'speed', 'light']"
paper towns,positive,"['song', 'lose', 'try', 'paper', 'town', 'mix', 'paper', 'town', 'soundtrack', 'amaze', 'get', 'fobs', 'fourth', 'july', 'base', 'wow']"
bee gees,positive,"['saturday', 'night', 'fever', 'woman', 'bee', 'gee', 'via', 'travolta', 'travolta', 'wow']"
tony blair,negative,"['always', 'right', 'tony', 'role', 'death', 'soldier']"
red sox,positive,"['oddly', 'satisfied', 'red', 'sox', 'finish', 'season', 'place', 'division']"
federer,positive,"['like', 'federer', 'break', 'back']"
hillary,positive,"['awesome', 'thanks', 'gina', 'listen', 'one', 'hillary', 'like', 'time', 'luv']"
john kasich,positive,"['john', 'kasich', 'republican', 'perfect', 'sunday', 'talk', 'show']"
christians,positive,"['miss', 'hopecity', 'sunday', 'check', 'awesome', 'message', 'christian', 'count', 'worthy']"
grateful dead,positive,"['favorited', 'grateful', 'dead', 'record', 'zoltan', 'san', 'fran', 'calgarycmmc', 'cmmc', 'mixcloud']"
iron maiden,positive,"['begin', 'monday', 'new', 'iron', 'single', 'speed', 'light', 'eddie', 'back']"
kris bryant,positive,"['kris', 'bryant', 'best', 'defensive', 'either']"
lady gaga,positive,"['could', 'someone', 'important', 'hello', 'manager', 'mon', 'directeur', 'perfect', 'tell', 'lady', 'gaga']"
randy orton,positive,"['randy', 'orton', 'cesaro', 'best', 'great', 'super', 'star', 'wwe', 'hope', 'win', 'match', 'sun']"
floyd mayweather,negative,"['bad', 'ppv', 'year', 'award', 'go', 'floyd', 'mayweather', 'sept']"
yakub,negative,"['conviction', 'yakub', 'high', 'court', 'guess', 'like', 'zero', 'knowledge', 'law', 'contempt', 'court']"
david cameron,negative,"['apr', 'david', 'cameron', 'tell', 'fruitcake', 'loony', 'time', 'come', 'home', 'war']"
kendrick lamar,positive,"['list', 'kendrick', 'lamar', 'taylor', 'swift', 'weeknd', 'top', 'grammys']"
boko haram,positive,"['boko', 'haram', 'new', 'leader', 'may', 'willing', 'negotiate', 'chadian', 'president']"
prince george,positive,"['prince', 'late', 'outing', 'beach', 'may', 'cut', 'one', 'yet']"
miss usa,positive,"['miss', 'usa', 'question', 'portion', 'may', 'funny', 'thing', 'ever', 'see']"
labor day,positive,"['labor', 'day', 'might', 'festival', 'still', 'go', 'include', 'annual', 'east', 'troy', 'bluegrass', 'festival']"
chris evans,negative,"['chris', 'evans', 'bad', 'wear', 'party', 'wife', 'chiltern', 'firehouse', 'follow', 'festive', 'tfi', 'fri']"
national ice cream day,positive,"['tomorrow', 'sunday', 'july', 'national', 'ice', 'cream', 'day', 'careful', 'think', 'decide', 'make', 'fresh', 'peach']"
george osborne,negative,"['george', 'osborne', 'must', 'p', 'ing', 'talk', 'unintended', 'consequence', 'pmqs', 'interest', 'wednesday']"
prince george,positive,"['howl', 'new', 'friend', 'swaders', 'sport', 'park', 'prince', 'george', 'birthday', 'celebration']"
amazon,positive,"['new', 'planner', 'wish', 'list', 'amazon', 'say', 'way', 'friday']"
scott walker,negative,"['um', 'bobby', 'jindal', 'scott', 'walker', 'love', 'america', 'amend']"
apple,positive,"['apple', 'announcement', 'event', 'start']"
sharknado,positive,"['hang', 'monster', 'saturday', 'night', 'watch', 'sharknado', 'love']"
cate blanchett,positive,"['may', 'possibly', 'love', 'cate', 'blanchett']"
boko haram,negative,"['village', 'northeast', 'country', 'tuesday', 'suspect', 'boko', 'haram', 'militant', 'burn', 'house']"
david wright,positive,"['david', 'wright', 'go', 'swing', 'fourth', 'ab', 'couple', 'nice', 'look', 'connect', 'third', 'start']"
david bowie,positive,"['david', 'bowie', 'friday', 'take', 'another', 'dive', 'space', 'theme', 'run', 'career', 'release', 'blackstar']"
ipad,positive,"['join', 'movable', 'challenge', 'get', 'movband', 'spirit', 'fest', 'tomorrow', 'thursday', 'move', 'one', 'step', 'closer', 'ipad']"
ira,negative,"['fine', 'ira', 'still', 'run', 'drug', 'prostitution', 'organise', 'crime', 'day']"
shawn,positive,"['smart', 'guy', 'may', 'young', 'know', 'talk']"
chuck norris,negative,"['santa', 'clauses', 'chuck', 'norris', 'sat', 'child', 'paraplegic']"
john cena,positive,"['nothing', 'like', 'eat', 'pizza', 'watch', 'john', 'cena', 'wrastle', 'roomie', 'monday', 'night']"
ed sheeran,positive,"['get', 'see', 'ed', 'sheeran', 'thursday', 'stephan', 'go', 'excitement', 'level', 'roof']"
shawn,positive,"['damn', 'shawn', 'right', 'may', 'concede', 'win', 'alone', 'even', 'number', 'end', 'bit', 'well']"
amazon prime day,negative,"['well', 'amazon', 'prime', 'day', 'kind', 'sucked', 'hop', 'much', 'big', 'black', 'friday', 'huh']"
brian cushing,negative,"['impressive', 'rt', 'dwayne', 'allen', 'destroyed', 'brian', 'cushing', 'run', 'complete', 'te']"
pope,positive,"['glad', 'sanhedrin', 'back', 'business', 'temple', 'try', 'obama', 'pope', 'absentia', 'well', 'deserve']"
t-mobile,negative,"['say', 'bill', 'due', 'due', 'smh']"
dunkin,negative,"['know', 'dunkin', 'problem', 'girl', 'hand', 'thing', 'say', 'see', 'tomorrow']"
metlife,positive,"['go', 'metlife', 'tomorrow']"
naruto,positive,"['watch', 'naruto', 'shippuden', 'work', 'cause', 'friday', 'care']"
sharknado,negative,"['fact', 'sharknado', 'everything', 'wrong', 'world', 'lame', 'collection']"
russell wilson,positive,"['warrant', 'high', 'pick', 'michigan', 'look', 'russell', 'wilson', 'think', 'take']"
foo fighters,positive,"['favorite', 'tweet', 'want', 'date', 'foo', 'fighter', 'wrigley', 'field', 'saturday']"
zac brown band,positive,"['wear', 'shirt', 'zac', 'brown', 'band', 'today', 'tweet', 'u', 'seat', 'may', 'upgrade']"
kendrick,positive,"['kendrick', 'damn', 'ready']"
nicki,positive,"['drag', 'bless', 'monday']"
frank gifford,positive,"['rip', 'frank', 'gifford', 'voice', 'monday', 'night', 'football', 'grow', 'great', 'player', 'well']"
milan,positive,"['chelsea', 'pull', 'pogba', 'deal', 'tomorrow', 'go', 'run', 'pitch', 'go', 'juve', 'game', 'milan', 'top', 'sing', 'milan', 'anthem']"
tony blair,negative,"['take', 'pm', 'clearly', 'try', 'avoid', 'future', 'parallel', 'tony', 'blair', 'view']"
google,negative,"['trouble', 'yesterday', 'download', 'september', 'edition', 'use', 'google', 'load', 'page', 'crash']"
ed sheeran,positive,"['go', 'ed', 'concert', 'wednesday']"
paper towns,positive,"['want', 'watch', 'paper', 'town', 'thursday', 'seriously', 'one', 'go']"
niall,positive,"['today', 'august', 'meaning', 'otra', 'today', 'hope', 'bestest', 'time', 'ever', 'niall', 'wear']"
bernie sanders,positive,"['like', 'video', 'bernie', 'sander', 'late', 'show', 'stephen', 'colbert', 'september']"
kurt cobain,positive,"['kurt', 'cobain', 'documentary', 'break', 'heart', 'may', 'rest', 'peace', 'hope', 'justice', 'honor', 'death']"
batman,positive,"['maybe', 'replace', 'people', 'concept', 'like', 'real', 'life', 'heroic', 'figure', 'may', 'agree', 'batman', 'get', 'result']"
ed sheeran,positive,"['anyone', 'else', 'smile', 'fondly', 'ed', 'sheeran', 'sings', 'kiss', 'lamppost', 'street']"
rousey,positive,"['idk', 'seem', 'like', 'r', 'plenty', 'rousey', 'fan', 'u', 'may', 'ufc', 'fan', 'pay', 'big', 'see']"
kerry,negative,"['kerry', 'start', 'beg', 'iran', 'release', 'american', 'hostage', 'iranian', 'laugh', 'way', 'bomb', 'sunday', 'morning', 'future']"
tom cruise,positive,"['watch', 'edge', 'tomorrow', 'really', 'enjoy', 'best', 'thing', 'tom', 'cruise', 'do', 'age']"
prince george,positive,"['wish', 'lovely', 'prince', 'george', 'wonderful', 'birthday']"
muslims,negative,"['may', 'explain', 'problem', 'muslims', 'fundamentalist']"
madonna,positive,"['nah', 'always', 'start', 'beginning', 'see', 'evolution', 'album', 'perf']"
big brother,positive,"['patiently', 'wait', 'season', 'big', 'brother', 'consider', 'please', 'thank']"
yakub,negative,"['tomorrow', 'discuss', 'friday', 'prayer', 'bad', 'part', 'youth', 'get', 'inspire', 'next', 'yakub']"
eid,positive,"['first', 'friday', 'ramadan', 'like', 'reunion', 'allah', 'keep', 'carelessness', 'do', 'eid', 'day', 'aside', 'join', 'strongly']"
shawn,positive,"['omg', 'sat', 'floor', 'front', 'tv', 'bawl', 'shawn', 'perform', 'one', 'show']"
george harrison,positive,"['man', 'george', 'harrison', 'favorite', 'beatle', 'brilliant', 'soul', 'may', 'r', 'p']"
xbox,positive,"['think', 'come', 'point', 'life', 'need', 'purchase', 'xbox', 'reignite', 'prestige', 'black', 'ops', 'side']"
milan,positive,"['already', 'thursday', 'sooo', 'tomorrow', 'go', 'milan', 'best', 'friend', 'jfdlsajfdsads']"
tom brady,negative,"['draft', 'tom', 'brady', 'round', 'disgust']"
jason aldean,positive,"['jason', 'aldean', 'kenny', 'chesney', 'ticket', 'sale', 'concert', 'good', 'seat', 'really', 'good', 'price', 'text', 'asap', 'info']"
yakub,negative,"['yakub', 'hang', 'cry', 'nonsense', 'religion', 'may', 'belong', 'ws', 'terrorist', 'n', 'thts', 'need', 'c', 'n', 'undrstnd']"
amazon prime,positive,"['software', 'may', 'eat', 'world', 'amazon', 'appear', 'eat', 'everything', 'amazon', 'prime', 'soon', 'include', 'free', 'restaurant', 'delivery']"
zac brown band,positive,"['zac', 'brown', 'band', 'perform', 'tonight', 'tomorrow', 'night', 'song', 'heavy', 'head', 'ft', 'chris', 'cornell']"
magic mike xxl,positive,"['magic', 'mike', 'xxl', 'theater', 'last', 'friday', 'bahamas', 'whopping', 'three', 'week', 'day', 'release']"
dunkin,positive,"['little', 'facebook', 'fun', 'friday', 'like', 'post', 'chance', 'win', 'gift', 'card', 'dunkin', 'donut']"
lady gaga,positive,"['almost', 'bey', 'u', 'vote', 'hard', 'take', 'place', 'monster', 'lady', 'gaga']"
justin bieber,positive,"['someone', 'buy', 'ticket', 'go', 'see', 'justin', 'bieber']"
amazon prime,positive,"['big', 'word', 'hype', 'get', 'tomorrow', 'amazon', 'prime', 'beautiful', 'thing']"
valentine,positive,"['fulton', 'horse', 'sale', 'friday', 'welcome', 'valentine', 'buyer']"
hulk hogan,negative,"['hulk', 'hogan', 'may', 'real', 'american', 'longer', 'great', 'american']"
the vamps,positive,"['tristan', 'cool', 'dewd', 'birthday', 'monday', 'follow', 'today', 'man', 'vamp']"
star wars,positive,"['nothing', 'wrong', 'grade', 'episode', 'release', 'see', 'ot', 'tpm', 'star', 'war']"
ps4,positive,"['worry', 'console', 'gamers', 'lawbreaker', 'may', 'still', 'come', 'xbox', 'one']"
foo fighters,positive,"['bag', 'ticket', 'libertine', 'acad', 'sunday', 'scotland', 'v', 'germany', 'game', 'monday', 'foo', 'fighter', 'tuesday']"
