label,tweet
negative,Kobe in the 4th is like Eli Manning. #Beware
neutral,Wednesday and Thursdays will be a struggle at work once the Champions League resumes *GMT +1*
neutral,Also need to be at least accredated in ACT or REBT before the end of 4th yr.
neutral,"Played Dishonored (360), Darksiders 2 (360) and Mass Effect 3 (360) in the last 24 hours. http://t.co/sJGYXZsG"
negative,"Scariest man alive. Kendrick Perkins is close 2nd ""@jemelehill Ray Lewis is probably the only human being ever not born with an indoor voice"
positive,"@popshifter @YouTube Just whip it baby, whip it all night (welcome to Soul Train fandom; may you never leave)"
neutral,Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win 10 games! Fact! @MikeHillESPN @mortreport @Edwerderespn @PTI
neutral,"Late Halloween party next saturday &amp; going as Thriller Michael Jackson, is it to controversial to hold a baby doll too?"
positive,@No1LikeMe_NAC lol I'll be able to do it Saturday.. Or Friday night after the Greek show
positive,hahahaha spanish people and Nadal's box all smiling after the break in the 5th set HAHAHAHAHAHA #rewatchingAOfinal
positive,"@rinithyme He'll be the Eli Manning of the NBA,they r both 2 of the best 4th quarter players in their sports #Closer #KillerInstinct #Splapa"
neutral,On Monday I go back to my old job for the fourth time. My life is the Groundhog Day movie.
positive,If the Steelers play as good as they did Sunday I say keep the Bee uniforms on all the way to the Superbowl #steelers
neutral,"Harry Redknapp is being heavily linked with the position as Blackburn manager today. However, QPR may have begun courting him already..."
positive,yo I'm excited for Royal Rumble might book that Monday off work so I can watch it
positive,Procrastinating. I need to get ready for the 6th district Chicago Police Rally Against Violence. Chi-town cheer will be performing. King dr.
negative,"Will you have lunch with me tomorrow night?-random hoe that's hitting on Castle ""NOOOOOOOOO""-Beckett"
positive,@nickjonas Happy 20TH Birthday Nick J! Hope it's one of the best! You've accomplished so much already... And so much more to come. LOVE YOU!
positive,"#factsaboutme When I was born. On that day , it was the 2nd day of Chinese New Year. Immediately , i gotten lots of redpacket :D"
negative,Work almost over with then these negros won't see my face till Monday night!
positive,I'll be doing the Senior Bowl fun run with my niece next Saturday
neutral,Monta Ellis / Ellis had just two points on 1-of-11 shooting on Friday against http://t.co/sGCw3dOK #nba
neutral,If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!
neutral,"NO YOUTH tomorrow. Come to Fall Festival. Also, this Sunday High School will attend main service with the adults for Super Sunday!"
positive,I hope I can get a ticket to the #1D concert in Belgium!!!You can't order them till Saturday!Pfff...:s
neutral,Low-fat Oasis - Edmonton Sun: Low-fat OasisEdmonton SunPoor Noel Gallagher -- up there all alone with his new ba... http://t.co/z5dpTxD4
negative,3rd and goal at the 1 and Rivers throws a int. terrible pass by Rivers . Bad decisions cost u games. Geez half time Sd 10-3
positive,"Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://t.co/LG2oLqrs"
neutral,I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice
negative,"@staceyx8x lmao, from a garage in Boro. My mate went in for drink on Sunday night but they wouldn't serve him because it was too late, so"
positive,"Ground hog day is such a good film, Sunday is for food and films #sunday"
positive,"If Seattle and Portland were knit together and covered by the California sun, you'd have San Fran. Kinda love it."
neutral,Estou ouvindo Brown Eyes Live @ Friday Show with Jonathan Ross - Lady Gaga http://t.co/Qw1nmduy via @lastfm
neutral,@fueltv @danaehite what about Holland?! 'Countdown to UFC 153: Silva vs. Bonnar' debuts Tuesday on FUEL TV http://t.co/tt9h3Pz4
negative,Hmmm... it occurs to me that I haven't received a residual check in nearly a year now. I think I should email SAG tomorrow.
neutral,BUENOS AIRES--Argentina late Wednesday approved a law to lower the legal voting age to 16 in a move that could s ...  http://t.co/Q71JyuG3
neutral,#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Deals http://t.co/1UmT7aPM
negative,@RaggyRach next Wednesday going to the Disney one. No chance Avril will go to the universal night #wimp
neutral,"Man, I am going to change my vote based on Axl Rose's opinion said no one ever.  Politico: C'MON MAN http://t.co/dlL3JJUO"
positive,"@AllieJayHey I hope all your loved ones back in Maryland are okay! I didn't see you, Wednesday. :)"
neutral,@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!
positive,Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald's breakfast tomorrow with @megnoel5250 #winning
neutral,"on Thursday, as Britney Spears, Jennifer Hudson, Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles."
neutral,"#EndOfWatch with @KJC_4 ,Six Flags in the am,Then UFC on Fuel TV,Waffle House late at night w/ Z, Church&amp;Ultimate on Sunday, #HeckYeah"
negative,"@justinbieber is gonna be in Louisville, Kentucky tomorrow &amp; I can't go to the show. I guess I'll just sit and listen to his music &amp; pretend"
neutral,Michael Jackson Bad 25 will air November 22 on ABC. Make sure you watch it! :) http://t.co/5NNp9b8Q
positive,"@Bryn2renner forget about Dook now we own that series anyways!  let's ""Beat State"" this saturday as we continue on to a succesful season."
neutral,FIFA is weird sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi... http://t.co/lUER7uCj
negative,@TheAmazingSalah You're saying perseverance in all instances. That doesn't mean #OccupyAUC is equivalent to 25 Jan revolution. see the diff?
positive,"Long drive too Kentucky tomorrow hopefully gonna get the big buck we caught on cam, at least we got @ChaseRiceMusic playing in the Chevy! &lt;3"
positive,Looking forward to seeing the Illegal Eagles at Dorking tomorrow night with Lin &amp; Amigo. Best Eagles tribute band around. #illegaleagles
positive,@christoferdrew Happy Valentine's day my love.. November is coming &lt;3
neutral,Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://t.co/UK8xRlos
positive,"Pakistan approves liberalised visa accord with India - Islamabad, Nov 1 (IANS) Pakistan has approved a liberalised v... http://t.co/EdcJEZaO"
negative,Fabio Capello (Russia's head-coach) wishes Cristiano's injury was more serious. (Russia will play against Portugal tomorrow in the WCQ)
neutral,"Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING!  Ready, Set &amp; Vote! #JustDoIt!"
neutral,"Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream,"
positive,Going to the GRAMMYS First entertainment law breakfast here in NYC tomorrow! I'm so excited. One step closer...
neutral,Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place. http://t.co/3E1XyRnx
neutral,"I may have done a dumb thing, but it's out there now. My new, long term goal: The Challenge  http://t.co/VcxvMcOy"
negative,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.
neutral,Chicago: Go see @TiffanyJ_Curtis:  #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th &amp; King Dr.
positive,@Strombo Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!
neutral,A three-month-old boy was found abandoned at a platform of the Chhatrapati Shivaji Terminus (CST) on Saturday night. http://t.co/qffIfZNN
neutral,"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs"
negative,The fact that I have no plans tomorrow night &amp; it's my last night in FL for a min &lt;&lt;&lt;&lt;&lt;&lt;
neutral,Boogie song of the day...Oh Ricky Martin: Que Mas Da Happy Sunday 2 everyone recovering from Halloween party hangovers https://t.co/JenBt7uJ
positive,Loved the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://t.co/ToqV0jJC
neutral,Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens.
neutral,@clownpeople Yeah your game against The Ravens was a Thursday night game. Im sure you will pull for The Giants these next 2 games
positive,Just landed in Las Vegas!!! So excited to start canvassing for Obama tomorrow with @schuy_g and @Kimbemo! :) #GetOutTheVote
neutral,"@echelleprakash 1st its like Imma play Headlock, and then Safe and Sound, and now you gonna play All Star. hmmmm"
neutral,"#Redskins defenders Stephen Bowen, Barry Cofield and Rob Jackson swarm Manning on 1st down! Cofield and Jackson credited with SACK! #HTTR"
neutral,@cabri @johnytyh Close early on Thanksgiving Eve. Decorate like the Dickens. Thanksgiving Day OFF! Boom. Store all Christmas for Friday.
positive,Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun.  I like my Father.
neutral,No wonder @TreySongz coming here the 21st of Nov cause he got Soul Train the 25th
neutral,you going to rugby practice on sunday #somethingISayAlot
positive,"Asia stocks mostly up on US, China data: Asian stock markets advanced Friday as a batch of upbeat economic data from the U.S. and Chi..."
neutral,Dive deep into the worlds of Stefan Struve and Stipe Miocic leading to their Fuel TV main event this Saturday. http://t.co/8gnNmLPb
neutral,I'm pretty sure Bill O'Brien has gone for it on 4th down more in one season than Paterno did his entire career.
neutral,The painting project continues today and is to be completed on Nov 10 and 17. Please join Coni in partnering to give back to the community.
positive,Celebrate the Chinese New Year in #Shanghai (around February) and see a dragon dance during the Spring Festival! Amazing experience!
neutral,If anyone wants to go to the duke game Saturday with the kershaw county Clemson club please inbox me!
neutral,Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://t.co/gwxw8wCH
neutral,##$$## Black Friday Deals Olympus OM-D E-M5 Digital Camera - Black - with Olympus 12-50mm f/3.5-5.6 EZ Zoom Lens - B... http://t.co/VOfimBa8
positive,@Roanmair You beat them 5-1 in the San Siro but Terry Henrys 3rd goal is world class. #NeverMindPires!
neutral,"20 June 2012, out European Tour party drove the fabulous road from Davos to Stelvio. This is the last little bit... http://t.co/h1ZCINcf"
neutral,Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens's A Christmas Carol. 11/1 6-7pm.
positive,"@thementalistcbs Can't wait for the new series, starts on Sunday over here in Britain, #redjohn"
positive,"Published a new blog entry November 18 - ""Otherwise Known as Sheila the Great"" in Art in the County. http://t.co/zkZFOhfm"
positive,Dr. Mohamed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution. Congratulations
positive,Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!
positive,Billy Cundiff may be leaving Washington.  Hopefully he won't miss the door on the way out.
positive,"I THINK Bowen and Cofield will be better in 2nd yr, and hope Jenkins will be as good as he look last preseason, but those are unhatched eggs"
neutral,Just added a Google+ Hangout to the schedule--see YOU on November 21?! Details here: http://t.co/uMZmyC4l
neutral,@PullingLinemen I'm amazed you keep coming up with new names for the league. May want to consider formatting Phil's GOTW though.
neutral,We're playing with Jim White on Tuesday! Static on the Radio por favor? http://t.co/C8E8JIct via @byt @jamminjava @JimSuperwhite #DCSHOWS
neutral,http://t.co/6PIGwai1 I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7
