label,tweet
neutral,"['get', 'full', 'job', 'internship', 'offer', 'let', 'u', 'know', 'sign', 'day', 'tomorrow', 'lbjsc', 'work']"
positive,"['go', 'visit', 'pasrb', 'seb', 'spr', 'hole', 'tomorrow', 'hop']"
negative,"['either', 'live', 'within', 'law', 'nigeria', 'take', 'hike', 'iran', 'publicly', 'pledge', 'allegiance']"
neutral,"['dana', 'white', 'confirms', 'cain', 'vs', 'werdum', 'ii', 'february', 'la', 'vega']"
positive,"['facebook', 'achieve', 'billion', 'active', 'user', 'day', 'monday', 'peak', 'billion', 'people', 'carry', 'nokia', 'phone']"
neutral,"['anyone', 'else', 'read', 'zayn', 'may', 'perform', 'vmas', 'weeknd', 'emotionally', 'ready']"
negative,"['watch', 'john', 'match', 'really', 'disappointed', 'class', 'system', 'wwe', 'summer', 'slam', 'like', 'bull', 'shit']"
neutral,"['eagle', 'bancorp', 'complete', 'sale', 'million', 'common', 'stock', 'nov', 'eagle', 'bancorp', 'inc', 'nasdaq', 'egbn', 'par']"
negative,"['hope', 'tom', 'brady', 'get', 'fuck', 'clobber', 'time', 'next', 'sunday']"
negative,"['take', 'pic', 'sunday', 'plzzz', 'gay', 'die', 'go', 'gay', 'glitter', 'heaven']"
neutral,"['makeup', 'game', 'v', 'rain', 'time', 'due', 'sharknado', 'like', 'event', 'area', 'try', 'tomorrow']"
positive,"['dear', 'lord', 'please', 'make', 'dream', 'come', 'true', 'get', 'justin', 'bieber', 'follow', 'belieber', 'since', 'grade']"
neutral,"['nicki', 'diss', 'first', 'n', 'throw', 'shot', 'copy']"
positive,"['tara', 'na', 'pinoy', 'join', 'u', 'brand', 'new', 'series', 'tgif', 'thank', 'god', 'filipino', 'begin', 'sunday']"
positive,"['madonna', 'saturday', 'night', 'live', 'bee', 'gee', 'last', 'night', 'perfect']"
neutral,"['yes', 'kookie', 'bad', 'wrecker', 'jimin', 'bias', 'wrecker', 'one', 'kpop', 'big', 'wrecker', 'xd']"
neutral,"['show', 'great', 'white', 'way', 'cancel', 'sunday', 'monday', 'radio', 'city', 'music', 'hall', 'al']"
positive,"['saturday', 'night', 'milan', 'work', 'online', 'coach', 'love', 'job', 'never']"
positive,"['look', 'foo', 'fighter', 'set', 'list', 'tomorrow', 'sooo', 'excite', 'perfect']"
neutral,"['josh', 'hamilton', 'knee', 'ranger', 'start', 'lineup', 'tuesday', 'night', 'mariner']"
positive,"['think', 'trip', 'good', 'old', 'orono', 'would', 'fab', 'idea']"
neutral,"['conor', 'tell', 'dana', 'white', 'knock', 'aldo', 'minute', 'round']"
negative,"['hr', 'sit', 'flt', 'dfw', 'miss', 'connect', 'milan', 'missed', 'flight', 'connect', 'today', 'update', 'plane']"
negative,"['zlatan', 'want', 'report', 'good', 'teammate', 'dp', 'fwd', 'work', 'together']"
neutral,"['anyone', 'go', 'one', 'direction', 'concert', 'april', 'london', 'arena', 'x']"
neutral,"['follow', 'coverage', 'scott', 'walker', 'iowa', 'state', 'fair', 'preview']"
positive,"['feel', 'like', 'need', 'talk', 'rap', 'look', 'perfect', 'livestream', 'july']"
positive,"['last', 'night', 'dream', 'house', 'sit', 'around', 'drinking', 'tea', 'w', 'jay', 'z', 'talk', 'disney', 'movie', 'like', 'ok']"
neutral,"['xbox', 'play', 'rift', 'tomorrow', 'think', 'join', 'plz', 'plz']"
neutral,"['national', 'day', 'aug', 'also', 'date', 'umno', 'kaum', 'ibu', 'form', 'date', 'woman', 'umno']"
neutral,"['yankee', 'win', 'pull', 'game', 'place', 'could', 'red', 'sox', 'beat', 'toronto']"
positive,"['watch', 'good', 'witch', 'time', 'wonderful', 'show', 'see', 'ur', 'jag', 'army', 'wife', 'ur', 'fan', 'ara']"
neutral,"['time', 'gucci', 'foam', 'go', 'sale', 'friday', 'thanks', 'help']"
positive,"['one', 'finish', 'dark', 'soul', 'await', 'april', 'also', 'lot', 'skooma', 'pass', 'time']"
negative,"['stay', 'late', 'watch', 'jurassic', 'world', 'remember', 'football', 'match', 'tomorrow', 'morning']"
positive,"['see', 'everyone', 'around', 'st', 'day', 'parade', 'ave', 'hour', 'great', 'day']"
neutral,"['ticket', 'sale', 'ed', 'melbourne', 'concert', 'december', 'anyone', 'interested', 'know', 'anyone', 'want', 'one']"
positive,"['official', 'come', 'back', 'sony', 'family', 'destiny', 'hand', 'sept']"
positive,"['balotelli', 'important', 'player', 'half', 'season', 'remember']"
positive,"['dear', 'misguide', 'muslim', 'brother', 'ahmadiyyat', 'true', 'n', 'beauty', 'islam', 'may', 'allah', 'guide', 'u', 'right', 'path']"
neutral,"['chicago', 'il', 'jeb', 'bush', 'get', 'personal', 'germophobe', 'donald', 'trump']"
neutral,"['hammond', 'may', 'verify']"
positive,"['find', 'gay', 'grade', 'well', 'didnt', 'think', 'gay', 'cause', 'young', 'jus', 'like', 'damn', 'lololololol']"
negative,"['day', 'sound', 'like', 'god', 'name', 'try', 'day']"
positive,"['admit', 'much', 'like', 'banner', 'man', 'u', 'fan', 'sb', 'yesterday', 'chelsea', 'stand', 'racism', 'since', 'last', 'sunday', 'haha']"
neutral,"['need', 'player', 'still', 'try', 'team', 'dm']"
positive,"['glad', 'walk', 'past', 'girl', 'scout', 'table', 'today', 'much', 'good', 'saturday', 'know', 'one', 'box', 'thin', 'mint', 'richer']"
neutral,"['yes', 'maybe', 'reference', 'sure', 'anyone', 'get', 'seinfeld', 'reference', 'wednesday']"
neutral,"['kane', 'edm', 'would', 'insane', 'kane', 'go', 'min', 'min', 'may', 'finally', 'able', 'beat', 'chi', 'playoff']"
positive,"['star', 'war', 'day', 'rma', 'may', 'force']"
neutral,"['jesuit', 'university', 'send', 'email', 'say', 'pope', 'give', 'mass', 'madison', 'square', 'garden', 'september', 'start']"
positive,"['believe', 'tomorrow', 'open', 'night', 'go', 'see', 'eric', 'church']"
neutral,"['nirvana', 'may', 'face', 'grunge', 'create', 'df', 'may', 'many', 'hand', 'aint', 'responsible']"
positive,"['pj', 'harvey', 'king', 'creosote', 'would', 'deserve', 'winner', 'prize', 'tonight', 'think', 'tinie', 'tempah', 'nick']"
neutral,"['two', 'top', 'senate', 'investigator', 'offer', 'potential', 'immunity', 'tuesday', 'bryan', 'pagliano', 'staffer', 'set', 'email', 'server', 'hillary']"
positive,"['tear', 'star', 'war', 'rebel', 'screw', 'force', 'friday', 'force', 'everyday']"
positive,"['come', 'tomorrow', 'torchlight', 'list', 'best', 'game', 'time', 'like', 'good', 'diablo', 'iii', 'promise']"
neutral,"['jonas', 'brother', 'gonna', 'go', 'live', 'fort', 'can', 'hmmm']"
neutral,"['yoga', 'veteran', 'class', 'tonight', 'cancel', 'hope', 'resume', 'next', 'tuesday', 'night', 'interested']"
neutral,"['friday', 'roast', 'google', 'spin', 'google', 'give', 'masterclass', 'bad', 'blogging', 'fun', 'one']"
neutral,"['hey', 'zz', 'go', 'watch', 'monday', 'night', 'raw', 'look', 'forward', 'see', 'john', 'cena', 'return', 'undertaker', 'brock', 'lesnar']"
neutral,"['aaron', 'sanchez', 'replace', 'david', 'price', 'mound', 'bottom', 'inning']"
neutral,"['still', 'check', 'curtis', 'head', 'towards', 'union', 'station', 'north', 'downhill']"
positive,"['block', 'party', 'get', 'kid', 'dance', 'good', 'friday', 'yo', 'ice', 'cube', 'wud', 'say', 'today', 'good', 'day']"
positive,"['may', 'minority', 'rather', 'enjoy', 'watch', 'david', 'price', 'play', 'toronto', 'blue', 'jay']"
positive,"['glad', 'tomorrow', 'stop', 'see', 'tweet', 'justin', 'bieber', 'cool']"
neutral,"['sorry', 'sleep', 'tomorrow', 'day', 'lady', 'gaga']"
positive,"['doubt', 'tom', 'brady', 'steelers', 'thursday']"
neutral,"['horn', 'sound', 'signal', 'end', 'period', 'hold', 'lead', 'well', 'shot', 'advantage']"
neutral,"['vote', 'lady', 'coast', 'coast', 'mixtape', 'host', 'kendrick', 'lamar']"
positive,"['crack', 'header', 'adriano', 'give', 'milan', 'lead', 'halfway', 'half']"
positive,"['think', 'gonna', 'maccyd', 'breakfast', 'way', 'spur', 'tomorrow']"
positive,"['see', 'news', 'eye', 'real', 'people', 'reporter', 'fresco', 'io', 'come', 'september']"
positive,"['gonna', 'day', 'least', 'hot', 'alright', 'go', 'practice', 'thursday']"
neutral,"['back', 'ed', 'sheeran', 'concert', 'sunday', 'night']"
neutral,"['seriousness', 'think', 'state', 'felt', 'baby', 'briana', 'way', 'back', 'august', 'need']"
neutral,"['season', 'play', 'tv', 'right', 'needa', 'put', 'netflix', 'already', 'lol']"
positive,"['heat', 'like', 'summer', 'make', 'sundate', 'magic', 'mike', 'xxl']"
neutral,"['go', 'cool', 'church', 'tonight']"
neutral,"['naww', 'get', 'friday', 'good', 'deed', 'jump', 'street']"
neutral,"['view', 'brooklyn', 'bridge', 'night']"
neutral,"['mets', 'david', 'wright', 'walk', 'run', 'score', 'dh', 'class', 'st', 'lucie', 'monday', 'game', 'rehab']"
positive,"['hm', 'saturday', 'joey', 'lauren', 'dj', 'laura', 'sound', 'right']"
neutral,"['hulk', 'hogan', 'racist', 'may', 'god', 'strike', 'dead', 'roddy', 'piper']"
positive,"['never', 'start', 'work', 'dream', 'goal', 'tomorrow', 'tomorrow', 'never', 'come', 'mean', 'anything', 'u', 'act']"
neutral,"['thor', 'sit', 'ease', 'pain', 'best', 'could', 'remedy', 'thor', 'teach', 'asgard']"
negative,"['think', 'thursday', 'bad', 'mean', 'roll', 'stone']"
neutral,"['august', 'roman', 'reign', 'dean', 'ambrose', 'seth', 'rollins', 'work', 'match', 'far', 'year']"
negative,"['one', 'may', 'argue', 'hang', 'yakub', 'right', 'wrong', 'people', 'try', 'portray', 'communal', 'hero', 'purely']"
negative,"['harper', 'ndp', 'liberal', 'govt', 'possible', 'spirit', 'break', 'tired', 'much', 'hate', 'making', 'give', 'ghost', 'peace', 'mon']"
positive,"['kurt', 'convey', 'win', 'boy', 'race', 'nick', 'diaz', 'come', 'around', 'round', 'top', 'kenny', 'castro']"
positive,"['ur', 'fact', 'milan', 'hv', 'good', 'squad', 'real', 'world', 'fact', 'milan', 'placer', 'hehe']"
positive,"['today', 'thursday', 'national', 'hot', 'dog', 'day']"
neutral,"['follow', 'want', 'win', 'ticket', 'tomorrow', 'nns', 'race']"
neutral,"['come', 'new', 'election', 'turkey', 'erdogan', 'may', 'win', 'big', 'time']"
neutral,"['hey', 'peasant', 'go', 'helsinki', 'saturday', 'peasant']"
positive,"['little', 'brother', 'ask', 'binge', 'watch', 'seinfeld', 'go', 'sunday', 'night', 'lolol']"
positive,"['tomorrow', 'yu', 'havent', 'mark', 'yur', 'calender', 'christina', 'grimmie', 'dwts', 'history', 'make']"
negative,"['deron', 'put', 'punishment', 'becuz', 'say', 'may', 'sleep', 'time', 'may', 'head', 'rhons']"
positive,"['table', 'look', 'good', 'great', 'performance', 'today', 'let', 'drag', 'mackem', 'tuesday']"
negative,"['oddly', 'dustin', 'johnson', 'may', 'good', 'serve', 'play', 'final', 'round', 'chase', 'chase', 'play', 'win', 'play', 'lose']"
positive,"['reminder', 'paul', 'mccartney', 'tix', 'go', 'sale', 'monday', 'everything', 'else', 'need', 'know', 'show']"
positive,"['name', 'god', 'pray', 'peace', 'muslim', 'jew', 'christian', 'world', 'people', 'may', 'praise', 'glory', 'god', 'forever']"
negative,"['saw', 'paper', 'town', 'friday', 'good', 'guess', 'much', 'change', 'compare', 'book', 'bother']"
neutral,"['spc', 'bring', 'giuliana', 'bill', 'rancic', 'breast', 'cancer', 'awareness', 'month', 'october', 'gc', 'ballroom', 'free', 'event', 'check']"
negative,"['lady', 'sunday', 'morning', 'live', 'absolute', 'idiot', 'negotiate', 'daesh', 'possible', 'nothing', 'like', 'ira']"
positive,"['may', 'possibly', 'love', 'cate', 'blanchett']"
positive,"['zarry', 'day', 'wwat', 'v', 'last', 'day', 'wwat']"
positive,"['trust', 'dj', 'give', 'away', 'triksta', 'n', 'rap', 'scene', 'choppa', 'gumbo', 'monday', 'bounce']"
negative,"['jeff', 'foxworthy', 'host', 'smart', 'grader', 'isnt', 'even', 'smart', 'grader']"
neutral,"['beyond', 'eye', 'tomorrow', 'hey', 'reader', 'together', 'independent', 'developer', 'tiger', 'squ']"
neutral,"['also', 'may', 'send', 'like', 'divide', 'india', 'like', 'yakub', 'case', 'support']"
positive,"['get', 'comfortable', 'labor', 'day', 'dig', 'tell', 'sunday']"
positive,"['call', 'minecraft', 'fan', 'saturday', 'august', 'minecraft', 'survival', 'night', 'come', 'show', 'u', 'building']"
neutral,"['polar', 'dust', 'hit', 'black', 'dahlia', 'boksburg', 'november', 'click', 'event', 'detail']"
neutral,"['awkward', 'moment', 'john', 'adams', 'think', 'independence', 'day', 'go', 'july']"
neutral,"['sheamus', 'randy', 'orton', 'settle', 'feud', 'match', 'different', 'previous', 'encounter']"
positive,"['sun', 'mean', 'get', 'tan', 'come', 'hollywood', 'tan', 'check', 'special']"
neutral,"['go', 'lane', 'saturday', 'squad', 'gutted', 'kane', 'need', 'help']"
neutral,"['eid', 'september', 'si', 'extend', 'friday', 'day', 'holiday']"
neutral,"['brock', 'lesnar', 'really', 'kill', 'undertaker', 'sunday']"
positive,"['wow', 'look', 'another', 'amazing', 'monday', 'jennette', 'ellen', 'place', 'love']"
negative,"['really', 'good', 'thing', 'current', 'regional', 'context', 'play', 'fire']"
neutral,"['still', 'wait', 'every', 'single', 'day', 'new', 'frank', 'ocean', 'record', 'like', 'july', 'pm', 'day']"
positive,"['thor', 'man', 'guy', 'may', 'single', 'handidly', 'turn', 'around', 'first', 'pitch']"
positive,"['talk', 'yet', 'however', 'excited', 'jan', 'revolution', 'heifer', 'calf', 'inside']"
neutral,"['ted', 'cruz', 'dust', 'joke', 'chuck', 'pajama', 'wish', 'jim', 'demint', 'happy', 'birthday', 'wednesday']"
negative,"['totally', 'intend', 'boycott', 'miss', 'usa', 'show', 'world', 'maryland', 'come', 'three', 'girl', 'give', 'terrible', 'answer']"
positive,"['sting', 'could', 'always', 'another', 'match', 'read', 'he', 'gonna', 'raw', 'tomorrow']"
positive,"['excited', 'new', 'video', 'tomorrow', 'skylynn']"
positive,"['show', 'paper', 'towns', 'trailer', 'tv', 'may', 'scream', 'scar', 'dog', 'excited', 'see']"
neutral,"['lad', 'night', 'milan', 'munich', 'back', 'friday']"
neutral,"['randy', 'orton', 'v', 'seth', 'rollins', 'heavyweight', 'championship', 'live', 'tonight', 'monday', 'night']"
neutral,"['uk', 'pay', 'refugees', 'government', 'pledge', 'take', 'sunday', 'chancellor', 'george', 'osborne', 'annou']"
neutral,"['la', 'liga', 'betis', 'march', 'malaga', 'hold', 'draw', 'real', 'betis', 'move', 'fourth', 'table', 'af']"
neutral,"['tristram', 'tory', 'tory', 'hunt', 'seem', 'forget', 'shadow', 'education', 'secretary', 'miliband']"
negative,"['muhammad', 'myth', 'muslim', 'welcome', 'historian', 'job', 'say', 'afraid', 'historian', 'may', 'find']"
positive,"['know', 'go', 'dunkin', 'donuts', 'much', 'worker', 'say', 'see', 'tomorrow']"
positive,"['might', 'reread', 'harry', 'potter', 'book', 'like', 'time']"
negative,"['nightmare', 'last', 'night', 'miss', 'rd', 'draft', 'autodrafted', 'jr', 'smith', 'lol']"
neutral,"['go', 'see', 'tomorrow', 'like', 'go', 'meet', 'warehouse', 'eat', 'lunch']"
neutral,"['seem', 'iron', 'maiden', 'may', 'card', 'well']"
neutral,"['wait', 'milan', 'v', 'empoli', 'hope', 'point', 'season']"
positive,"['feel', 'like', 'kid', 'xmas', 'cannot', 'wait', 'get', 'onert', 'case', 'miss', 'nokia', 'release', 'date']"
neutral,"['unfortunately', 'promote', 'give', 'sun', 'paper', 'town', 'screening', 'today']"
neutral,"['bench', 'would', 'man', 'seth', 'rollins', 'chris', 'jericho', 'brock', 'lesnar', 'ric', 'flair', 'john', 'cena', 'kid', 'cena', 'xd']"
positive,"['october', 'people', 'principle', 'argue', 'passionately', 'act', 'ghandi', 'sadat', 'adt']"
positive,"['kanye', 'west', 'may', 'soul', 'value']"
neutral,"['real', 'madrid', 'sign', 'old', 'argentina', 'maybe', 'next', 'messi']"
positive,"['news', 'alarm', 'david', 'wright', 'nym', 'david', 'wright', 'hamstring', 'upgraded', 'probable', 'monday', 'game', 'phillies']"
positive,"['get', 'pay', 'next', 'friday', 'get', 'buy', 'koko', 'food', 'ihop', 'game']"
positive,"['maja', 'nicki', 'miley', 'right', 'april', 'inspect', 'candle', 'maja', 'eye']"
positive,"['shating', 'rt', 'celebrity', 'juice', 'tonight', 'itv', 'hurrraaah', 'back', 'school', 'special']"
positive,"['love', 'hang', 'people', 'invisible', 'child', 'monday', 'awesome', 'inspire']"
neutral,"['departure', 'ship', 'stanford', 'provider', 'port', 'abu', 'dhabi', 'time', 'nov', 'utc', 'time', 'arrival', 'departure', 'time', 'f']"
neutral,"['mean', 'teen', 'wolf', 'tomorrow', 'live', 'shitverse']"
positive,"['katy', 'perry', 'perform', 'super', 'bowl', 'halftime', 'show', 'feb', 'damn', 'sure', 'mind', 'wardrobe', 'malfunction']"
positive,"['first', 'music', 'video', 'without', 'zayn', 'may', 'best', 'one', 'yet']"
neutral,"['want', 'see', 'live', 'performance', 'nirvana', 'play', 'jesus', 'want', 'sun', 'beam', 'chris', 'noveselic', 'accordion', 'solo']"
positive,"['radio', 'city', 'always', 'one', 'speical', 'show', 'jonas', 'fan', 'remember', 'show', 'boy', 'back', 'together']"
positive,"['leader', 'remorseless', 'drift', 'david', 'cameron', 'response', 'refugee', 'crisis']"
negative,"['iebc', 'ready', 'march', 'election', 'electoral', 'body', 'use', 'excuse', 'delay', 'poll', 'say', 'chairman']"
neutral,"['super', 'eagle', 'coach', 'sunday', 'oliseh', 'invite', 'foreign', 'base', 'professional', 'super', 'eagle', 'enyeama', 'eduok', 'include']"
positive,"['need', 'go', 'buy', 'shirt', 'tomorrow', 'today', 'make', 'sam', 'smith', 'concert', 'next', 'weekend', 'mean', 'week', 'today', 'wait']"
neutral,"['apparently', 'today', 'carly', 'fiorina', 'sunday', 'talk', 'head', 'show', 'job', 'netflix']"
neutral,"['vavi', 'special', 'cec', 'call', 'take', 'forward', 'declaration', 'congress', 'marikana', 'bloodbath', 'gw']"
neutral,"['twin', 'three', 'hit', 'chris', 'sale', 'inning', 'include', 'rbi', 'single', 'lead', 'white', 'sox']"
neutral,"['sunday', 'live', 'concert', 'alisah', 'guji', 'janice', 'jessica', 'moira', 'stan', 'thor', 'opening']"
neutral,"['try', 'find', 'address', 'chelsea', 'chinenye', 'oguejiofor', 'move', 'boston', 'july', 'africa', 'visa']"
neutral,"['rt', 'lokomotiv', 'yaroslavl', 'plane', 'crash', 'russia', 'pavol', 'demitra', 'likely', 'flight']"
neutral,"['november', 'george', 'harrison', 'treat', 'terminal', 'cancer', 'new', 'york', 'know', 'much']"
positive,"['family', 'katherine', 'student', 'nyc', 'get', 'internship', 'amy', 'schumer', 'cool']"
neutral,"['sun', 'shin', 'sb', 'finger', 'cross', 'tomorrow', 'exchange', 'building', 'jc']"
positive,"['amazon', 'prime', 'day', 'use', 'autism', 'sprinter', 'link', 'new', 'good', 'get', 'deal', 'black', 'friday']"
positive,"['baron', 'corbin', 'might', 'actually', 'best', 'job', 'world', 'next', 'brock', 'lesnar', 'arrive', 'squash', 'get', 'pay', 'leave', 'repeat']"
negative,"['haha', 'know', 'cant', 'deal', 'athens', 'last', 'saturday', 'hear', 'ignorant', 'ass', 'talk', 'game', 'lord', 'help']"
neutral,"['norris', 'acquire', 'toronto', 'david', 'price', 'deal']"
positive,"['apple', 'outlive', 'u', 'keep', 'history', 'alive', 'sun', 'water', 'new', 'seed']"
neutral,"['still', 'shock', 'sadden', 'hear', 'frank', 'passing', 'may', 'one', 'great', 'giant', 'rip']"
neutral,"['attempt', 'think', 'lpc', 'hold', 'view', 'regard', 'israel', 'difficult', 'question']"
negative,"['literally', 'lay', 'watch', 'cat', 'video', 'rousey', 'fight', 'instead', 'sleep', 'gonna', 'suck']"
neutral,"['anyone', 'interested', 'find', 'new', 'iphone', 'livestream', 'uk', 'time', 'apple', 'device']"
negative,"['weak', 'penalty', 'set', 'short', 'td', 'run', 'eastern', 'cat', 'left', 'half']"
negative,"['bad', 'blood', 'music', 'video', 'look', 'like', 'pepsi', 'super', 'bowl', 'commercial', 'minute', 'cameo', 'song', 'grade', 'lyric']"
neutral,"['song', 'remind', 'childhood', 'season', 'sun', 'cover', 'nirvana', 'disturb']"
positive,"['happy', 'hour', 'friend', 'good', 'luck', 'keynote']"
